    0.10000E-03    0.25189E-03
    0.10202E-03    0.25679E-03
    0.10408E-03    0.26180E-03
    0.10618E-03    0.26690E-03
    0.10833E-03    0.27209E-03
    0.11052E-03    0.27739E-03
    0.11275E-03    0.28280E-03
    0.11503E-03    0.28830E-03
    0.11735E-03    0.29392E-03
    0.11972E-03    0.29964E-03
    0.12214E-03    0.30548E-03
    0.12461E-03    0.31143E-03
    0.12712E-03    0.31749E-03
    0.12969E-03    0.32368E-03
    0.13231E-03    0.32998E-03
    0.13499E-03    0.33641E-03
    0.13771E-03    0.34296E-03
    0.14049E-03    0.34964E-03
    0.14333E-03    0.35645E-03
    0.14623E-03    0.36339E-03
    0.14918E-03    0.37047E-03
    0.15220E-03    0.37769E-03
    0.15527E-03    0.38504E-03
    0.15841E-03    0.39254E-03
    0.16161E-03    0.40019E-03
    0.16487E-03    0.40798E-03
    0.16820E-03    0.41593E-03
    0.17160E-03    0.42403E-03
    0.17507E-03    0.43229E-03
    0.17860E-03    0.44071E-03
    0.18221E-03    0.44929E-03
    0.18589E-03    0.45804E-03
    0.18965E-03    0.46696E-03
    0.19348E-03    0.47605E-03
    0.19739E-03    0.48533E-03
    0.20138E-03    0.49478E-03
    0.20544E-03    0.50441E-03
    0.20959E-03    0.51424E-03
    0.21383E-03    0.52425E-03
    0.21815E-03    0.53446E-03
    0.22255E-03    0.54487E-03
    0.22705E-03    0.55548E-03
    0.23164E-03    0.56630E-03
    0.23632E-03    0.57733E-03
    0.24109E-03    0.58857E-03
    0.24596E-03    0.60004E-03
    0.25093E-03    0.61172E-03
    0.25600E-03    0.62364E-03
    0.26117E-03    0.63578E-03
    0.26645E-03    0.64816E-03
    0.27183E-03    0.66078E-03
    0.27732E-03    0.67365E-03
    0.28292E-03    0.68677E-03
    0.28864E-03    0.70015E-03
    0.29447E-03    0.71378E-03
    0.30042E-03    0.72768E-03
    0.30649E-03    0.74185E-03
    0.31268E-03    0.75630E-03
    0.31899E-03    0.77103E-03
    0.32544E-03    0.78604E-03
    0.33201E-03    0.80135E-03
    0.33872E-03    0.81695E-03
    0.34556E-03    0.83286E-03
    0.35254E-03    0.84908E-03
    0.35966E-03    0.86561E-03
    0.36693E-03    0.88247E-03
    0.37434E-03    0.89965E-03
    0.38190E-03    0.91717E-03
    0.38962E-03    0.93503E-03
    0.39749E-03    0.95324E-03
    0.40552E-03    0.97180E-03
    0.41371E-03    0.99072E-03
    0.42207E-03    0.10100E-02
    0.43060E-03    0.10297E-02
    0.43929E-03    0.10497E-02
    0.44817E-03    0.10702E-02
    0.45722E-03    0.10910E-02
    0.46646E-03    0.11122E-02
    0.47588E-03    0.11339E-02
    0.48550E-03    0.11560E-02
    0.49530E-03    0.11785E-02
    0.50531E-03    0.12014E-02
    0.51552E-03    0.12248E-02
    0.52593E-03    0.12486E-02
    0.53656E-03    0.12729E-02
    0.54739E-03    0.12977E-02
    0.55845E-03    0.13230E-02
    0.56973E-03    0.13487E-02
    0.58124E-03    0.13750E-02
    0.59299E-03    0.14018E-02
    0.60496E-03    0.14290E-02
    0.61719E-03    0.14569E-02
    0.62965E-03    0.14852E-02
    0.64237E-03    0.15141E-02
    0.65535E-03    0.15436E-02
    0.66859E-03    0.15736E-02
    0.68210E-03    0.16042E-02
    0.69588E-03    0.16355E-02
    0.70993E-03    0.16673E-02
    0.72427E-03    0.16997E-02
    0.73891E-03    0.17328E-02
    0.75383E-03    0.17665E-02
    0.76906E-03    0.18009E-02
    0.78460E-03    0.18359E-02
    0.80045E-03    0.18716E-02
    0.81662E-03    0.19080E-02
    0.83311E-03    0.19452E-02
    0.84994E-03    0.19830E-02
    0.86711E-03    0.20216E-02
    0.88463E-03    0.20609E-02
    0.90250E-03    0.21010E-02
    0.92073E-03    0.21418E-02
    0.93933E-03    0.21835E-02
    0.95831E-03    0.22259E-02
    0.97767E-03    0.22692E-02
    0.99742E-03    0.23133E-02
    0.10176E-02    0.23583E-02
    0.10381E-02    0.24041E-02
    0.10591E-02    0.24509E-02
    0.10805E-02    0.24985E-02
    0.11023E-02    0.25470E-02
    0.11246E-02    0.25965E-02
    0.11473E-02    0.26470E-02
    0.11705E-02    0.26984E-02
    0.11941E-02    0.27508E-02
    0.12182E-02    0.28042E-02
    0.12429E-02    0.28587E-02
    0.12680E-02    0.29142E-02
    0.12936E-02    0.29708E-02
    0.13197E-02    0.30285E-02
    0.13464E-02    0.30872E-02
    0.13736E-02    0.31472E-02
    0.14013E-02    0.32082E-02
    0.14296E-02    0.32705E-02
    0.14585E-02    0.33339E-02
    0.14880E-02    0.33986E-02
    0.15180E-02    0.34645E-02
    0.15487E-02    0.35317E-02
    0.15800E-02    0.36001E-02
    0.16119E-02    0.36699E-02
    0.16445E-02    0.37410E-02
    0.16777E-02    0.38135E-02
    0.17116E-02    0.38874E-02
    0.17462E-02    0.39627E-02
    0.17814E-02    0.40394E-02
    0.18174E-02    0.41176E-02
    0.18541E-02    0.41973E-02
    0.18916E-02    0.42785E-02
    0.19298E-02    0.43612E-02
    0.19688E-02    0.44455E-02
    0.20086E-02    0.45315E-02
    0.20491E-02    0.46190E-02
    0.20905E-02    0.47082E-02
    0.21328E-02    0.47992E-02
    0.21758E-02    0.48918E-02
    0.22198E-02    0.49862E-02
    0.22646E-02    0.50824E-02
    0.23104E-02    0.51804E-02
    0.23571E-02    0.52802E-02
    0.24047E-02    0.53820E-02
    0.24533E-02    0.54856E-02
    0.25028E-02    0.55912E-02
    0.25534E-02    0.56988E-02
    0.26050E-02    0.58084E-02
    0.26576E-02    0.59201E-02
    0.27113E-02    0.60338E-02
    0.27660E-02    0.61497E-02
    0.28219E-02    0.62677E-02
    0.28789E-02    0.63879E-02
    0.29371E-02    0.65103E-02
    0.29964E-02    0.66350E-02
    0.30569E-02    0.67620E-02
    0.31187E-02    0.68913E-02
    0.31817E-02    0.70230E-02
    0.32460E-02    0.71570E-02
    0.33115E-02    0.72936E-02
    0.33784E-02    0.74326E-02
    0.34467E-02    0.75741E-02
    0.35163E-02    0.77182E-02
    0.35874E-02    0.78649E-02
    0.36598E-02    0.80142E-02
    0.37338E-02    0.81662E-02
    0.38092E-02    0.83209E-02
    0.38861E-02    0.84783E-02
    0.39646E-02    0.86386E-02
    0.40447E-02    0.88017E-02
    0.41264E-02    0.89676E-02
    0.42098E-02    0.91365E-02
    0.42948E-02    0.93083E-02
    0.43816E-02    0.94831E-02
    0.44701E-02    0.96609E-02
    0.45604E-02    0.98418E-02
    0.46525E-02    0.10026E-01
    0.47465E-02    0.10213E-01
    0.48424E-02    0.10403E-01
    0.49402E-02    0.10596E-01
    0.50400E-02    0.10793E-01
    0.51419E-02    0.10993E-01
    0.52457E-02    0.11196E-01
    0.53517E-02    0.11403E-01
    0.54598E-02    0.11612E-01
    0.55701E-02    0.11825E-01
    0.56826E-02    0.12042E-01
    0.57974E-02    0.12262E-01
    0.59145E-02    0.12485E-01
    0.60340E-02    0.12712E-01
    0.61559E-02    0.12942E-01
    0.62803E-02    0.13176E-01
    0.64072E-02    0.13413E-01
    0.65366E-02    0.13654E-01
    0.66686E-02    0.13898E-01
    0.68033E-02    0.14145E-01
    0.69408E-02    0.14396E-01
    0.70810E-02    0.14651E-01
    0.72240E-02    0.14909E-01
    0.73700E-02    0.15170E-01
    0.75189E-02    0.15435E-01
    0.76708E-02    0.15703E-01
    0.78257E-02    0.15974E-01
    0.79838E-02    0.16249E-01
    0.81451E-02    0.16527E-01
    0.83096E-02    0.16808E-01
    0.84775E-02    0.17093E-01
    0.86488E-02    0.17380E-01
    0.88235E-02    0.17671E-01
    0.90017E-02    0.17964E-01
    0.91836E-02    0.18260E-01
    0.93691E-02    0.18559E-01
    0.95583E-02    0.18861E-01
    0.97514E-02    0.19165E-01
    0.99484E-02    0.19471E-01
    0.10149E-01    0.19780E-01
    0.10354E-01    0.20091E-01
    0.10564E-01    0.20404E-01
    0.10777E-01    0.20718E-01
    0.10995E-01    0.21034E-01
    0.11217E-01    0.21352E-01
    0.11443E-01    0.21671E-01
    0.11675E-01    0.21990E-01
    0.11910E-01    0.22311E-01
    0.12151E-01    0.22631E-01
    0.12397E-01    0.22952E-01
    0.12647E-01    0.23273E-01
    0.12902E-01    0.23594E-01
    0.13163E-01    0.23914E-01
    0.13429E-01    0.24233E-01
    0.13700E-01    0.24550E-01
    0.13977E-01    0.24866E-01
    0.14259E-01    0.25179E-01
    0.14547E-01    0.25491E-01
    0.14841E-01    0.25799E-01
    0.15141E-01    0.26104E-01
    0.15447E-01    0.26405E-01
    0.15759E-01    0.26702E-01
    0.16077E-01    0.26994E-01
    0.16402E-01    0.27281E-01
    0.16734E-01    0.27562E-01
    0.17072E-01    0.27838E-01
    0.17416E-01    0.28106E-01
    0.17768E-01    0.28367E-01
    0.18127E-01    0.28621E-01
    0.18493E-01    0.28866E-01
    0.18867E-01    0.29102E-01
    0.19248E-01    0.29328E-01
    0.19637E-01    0.29545E-01
    0.20034E-01    0.29751E-01
    0.20438E-01    0.29946E-01
    0.20851E-01    0.30129E-01
    0.21272E-01    0.30299E-01
    0.21702E-01    0.30457E-01
    0.22141E-01    0.30602E-01
    0.22588E-01    0.30732E-01
    0.23044E-01    0.30848E-01
    0.23510E-01    0.30948E-01
    0.23985E-01    0.31034E-01
    0.24469E-01    0.31103E-01
    0.24964E-01    0.31156E-01
    0.25468E-01    0.31193E-01
    0.25982E-01    0.31212E-01
    0.26507E-01    0.31215E-01
    0.27043E-01    0.31200E-01
    0.27589E-01    0.31167E-01
    0.28146E-01    0.31116E-01
    0.28715E-01    0.31046E-01
    0.29295E-01    0.30958E-01
    0.29887E-01    0.30851E-01
    0.30490E-01    0.30724E-01
    0.31106E-01    0.30579E-01
    0.31735E-01    0.30418E-01
    0.32376E-01    0.30240E-01
    0.33030E-01    0.30046E-01
    0.33697E-01    0.29838E-01
    0.34378E-01    0.29617E-01
    0.35072E-01    0.29382E-01
    0.35781E-01    0.29134E-01
    0.36504E-01    0.28872E-01
    0.37241E-01    0.28596E-01
    0.37993E-01    0.28306E-01
    0.38761E-01    0.28002E-01
    0.39544E-01    0.27684E-01
    0.40343E-01    0.27354E-01
    0.41158E-01    0.27012E-01
    0.41989E-01    0.26660E-01
    0.42838E-01    0.26298E-01
    0.43703E-01    0.25928E-01
    0.44586E-01    0.25551E-01
    0.45486E-01    0.25169E-01
    0.46405E-01    0.24782E-01
    0.47343E-01    0.24392E-01
    0.48299E-01    0.24002E-01
    0.49275E-01    0.23611E-01
    0.50270E-01    0.23222E-01
    0.51286E-01    0.22835E-01
    0.52322E-01    0.22451E-01
    0.53379E-01    0.22070E-01
    0.54457E-01    0.21693E-01
    0.55557E-01    0.21321E-01
    0.56680E-01    0.20954E-01
    0.57825E-01    0.20592E-01
    0.58993E-01    0.20237E-01
    0.60184E-01    0.19888E-01
    0.61400E-01    0.19546E-01
    0.62641E-01    0.19212E-01
    0.63906E-01    0.18885E-01
    0.65197E-01    0.18567E-01
    0.66514E-01    0.18255E-01
    0.67858E-01    0.17951E-01
    0.69229E-01    0.17654E-01
    0.70627E-01    0.17363E-01
    0.72054E-01    0.17079E-01
    0.73510E-01    0.16799E-01
    0.74994E-01    0.16522E-01
    0.76509E-01    0.16245E-01
    0.78055E-01    0.15967E-01
    0.79632E-01    0.15687E-01
    0.81241E-01    0.15403E-01
    0.82882E-01    0.15113E-01
    0.84556E-01    0.14815E-01
    0.86264E-01    0.14509E-01
    0.88007E-01    0.14194E-01
    0.89785E-01    0.13869E-01
    0.91598E-01    0.13534E-01
    0.93449E-01    0.13190E-01
    0.95337E-01    0.12836E-01
    0.97263E-01    0.12475E-01
    0.99227E-01    0.12109E-01
    0.10123E+00    0.11739E-01
    0.10328E+00    0.11368E-01
    0.10536E+00    0.11000E-01
    0.10749E+00    0.10636E-01
    0.10966E+00    0.10279E-01
    0.11188E+00    0.99327E-02
    0.11414E+00    0.95987E-02
    0.11644E+00    0.92791E-02
    0.11880E+00    0.89756E-02
    0.12120E+00    0.86890E-02
    0.12365E+00    0.84201E-02
    0.12614E+00    0.81690E-02
    0.12869E+00    0.79350E-02
    0.13129E+00    0.77171E-02
    0.13394E+00    0.75137E-02
    0.13665E+00    0.73223E-02
    0.13941E+00    0.71405E-02
    0.14223E+00    0.69650E-02
    0.14510E+00    0.67927E-02
    0.14803E+00    0.66202E-02
    0.15102E+00    0.64448E-02
    0.15407E+00    0.62640E-02
    0.15718E+00    0.60767E-02
    0.16036E+00    0.58823E-02
    0.16360E+00    0.56818E-02
    0.16690E+00    0.54774E-02
    0.17028E+00    0.52716E-02
    0.17371E+00    0.50681E-02
    0.17722E+00    0.48702E-02
    0.18080E+00    0.46811E-02
    0.18446E+00    0.45033E-02
    0.18818E+00    0.43383E-02
    0.19198E+00    0.41868E-02
    0.19586E+00    0.40482E-02
    0.19982E+00    0.39212E-02
    0.20386E+00    0.38032E-02
    0.20797E+00    0.36914E-02
    0.21218E+00    0.35825E-02
    0.21646E+00    0.34732E-02
    0.22083E+00    0.33608E-02
    0.22530E+00    0.32443E-02
    0.22985E+00    0.31245E-02
    0.23449E+00    0.30025E-02
    0.23923E+00    0.28806E-02
    0.24406E+00    0.27624E-02
    0.24899E+00    0.26509E-02
    0.25402E+00    0.25475E-02
    0.25915E+00    0.24526E-02
    0.26439E+00    0.23664E-02
    0.26973E+00    0.22870E-02
    0.27518E+00    0.22115E-02
    0.28074E+00    0.21374E-02
    0.28641E+00    0.20629E-02
    0.29219E+00    0.19868E-02
    0.29810E+00    0.19085E-02
    0.30412E+00    0.18300E-02
    0.31026E+00    0.17539E-02
    0.31653E+00    0.16824E-02
    0.32292E+00    0.16161E-02
    0.32945E+00    0.15548E-02
    0.33610E+00    0.14983E-02
    0.34289E+00    0.14445E-02
    0.34982E+00    0.13914E-02
    0.35689E+00    0.13375E-02
    0.36409E+00    0.12836E-02
    0.37145E+00    0.12307E-02
    0.37895E+00    0.11798E-02
    0.38661E+00    0.11314E-02
    0.39442E+00    0.10863E-02
    0.40239E+00    0.10444E-02
    0.41052E+00    0.10044E-02
    0.41881E+00    0.96516E-03
    0.42727E+00    0.92602E-03
    0.43590E+00    0.88756E-03
    0.44471E+00    0.85038E-03
    0.45369E+00    0.81484E-03
    0.46286E+00    0.78089E-03
    0.47221E+00    0.74843E-03
    0.48174E+00    0.71739E-03
    0.49148E+00    0.68768E-03
    0.50141E+00    0.65923E-03
    0.51153E+00    0.63197E-03
    0.52187E+00    0.60584E-03
    0.53241E+00    0.58078E-03
    0.54317E+00    0.55674E-03
    0.55414E+00    0.53367E-03
    0.56533E+00    0.51150E-03
    0.57675E+00    0.49021E-03
    0.58840E+00    0.46976E-03
    0.60029E+00    0.45009E-03
    0.61242E+00    0.43117E-03
    0.62479E+00    0.41297E-03
    0.63741E+00    0.39547E-03
    0.65029E+00    0.37865E-03
    0.66342E+00    0.36247E-03
    0.67683E+00    0.34693E-03
    0.69050E+00    0.33200E-03
    0.70445E+00    0.31767E-03
    0.71868E+00    0.30391E-03
    0.73320E+00    0.29071E-03
    0.74801E+00    0.27804E-03
    0.76312E+00    0.26590E-03
    0.77854E+00    0.25425E-03
    0.79426E+00    0.24309E-03
    0.81031E+00    0.23240E-03
    0.82668E+00    0.22215E-03
    0.84338E+00    0.21234E-03
    0.86041E+00    0.20295E-03
    0.87780E+00    0.19396E-03
    0.89553E+00    0.18535E-03
    0.91362E+00    0.17711E-03
    0.93208E+00    0.16922E-03
    0.95091E+00    0.16168E-03
    0.97011E+00    0.15446E-03
    0.98971E+00    0.14755E-03
    0.10097E+01    0.14093E-03
    0.10301E+01    0.13461E-03
    0.10509E+01    0.12856E-03
    0.10721E+01    0.12277E-03
    0.10938E+01    0.11723E-03
    0.11159E+01    0.11193E-03
    0.11384E+01    0.10686E-03
    0.11614E+01    0.10202E-03
    0.11849E+01    0.97380E-04
    0.12088E+01    0.92948E-04
    0.12333E+01    0.88709E-04
    0.12582E+01    0.84657E-04
    0.12836E+01    0.80783E-04
    0.13095E+01    0.77081E-04
    0.13360E+01    0.73541E-04
    0.13630E+01    0.70159E-04
    0.13905E+01    0.66927E-04
    0.14186E+01    0.63839E-04
    0.14472E+01    0.60889E-04
    0.14765E+01    0.58071E-04
    0.15063E+01    0.55379E-04
    0.15367E+01    0.52808E-04
    0.15678E+01    0.50352E-04
    0.15994E+01    0.48008E-04
    0.16318E+01    0.45769E-04
    0.16647E+01    0.43632E-04
    0.16984E+01    0.41592E-04
    0.17327E+01    0.39644E-04
    0.17677E+01    0.37785E-04
    0.18034E+01    0.36011E-04
    0.18398E+01    0.34318E-04
    0.18770E+01    0.32703E-04
    0.19149E+01    0.31161E-04
    0.19536E+01    0.29691E-04
    0.19930E+01    0.28288E-04
    0.20333E+01    0.26949E-04
    0.20744E+01    0.25672E-04
    0.21163E+01    0.24455E-04
    0.21590E+01    0.23293E-04
    0.22026E+01    0.22185E-04
    0.22471E+01    0.21129E-04
    0.22925E+01    0.20122E-04
    0.23388E+01    0.19161E-04
    0.23861E+01    0.18246E-04
    0.24343E+01    0.17373E-04
    0.24835E+01    0.16541E-04
    0.25336E+01    0.15748E-04
    0.25848E+01    0.14992E-04
    0.26370E+01    0.14271E-04
    0.26903E+01    0.13584E-04
    0.27447E+01    0.12930E-04
    0.28001E+01    0.12307E-04
    0.28567E+01    0.11712E-04
    0.29144E+01    0.11146E-04
    0.29733E+01    0.10607E-04
    0.30333E+01    0.10093E-04
    0.30946E+01    0.96041E-05
    0.31571E+01    0.91380E-05
    0.32209E+01    0.86941E-05
    0.32860E+01    0.82713E-05
    0.33523E+01    0.78686E-05
    0.34201E+01    0.74852E-05
    0.34892E+01    0.71201E-05
    0.35596E+01    0.67724E-05
    0.36316E+01    0.64414E-05
    0.37049E+01    0.61263E-05
    0.37798E+01    0.58263E-05
    0.38561E+01    0.55408E-05
